unit_id,page,section_path,table_name,row_header,unit,unit_type,text
annual_cscec_2025_report_field_001461,45,第三节 管理层讨论与分析 > 4. 研发投入,研发投入情况表,研发投入,千元,financial_field,研发投入占比；26.5%；20.5%；16.1%；12.9%；12.1%；11.9%；绿色低碳与建筑新能源；城市更新与城市运营；智能建造与数字化技术
annual_cscec_2025_report_field_001462,47,第三节 管理层讨论与分析 > 6. 融资情况,6. 融资情况,经营活动产生的现金流量净额,,financial_field,"公司经营活动现金净流入205.37亿元,同比增加净流入47.11亿元,主要是本年经营现金流量增加,由；公司投资活动现金净流出321.50亿元,同比增加净流出296.19亿元,主要是支付其他与投资活动有关的；公司筹资活动现金净流入115.79亿元,同比减少净流入35.31亿元,主要是发行债券收到的现金减少所致。；敬请参阅本报告第八节“财务报告”财务报表附注五、69“现金流量表项目注释”和附注五、70“现金流量表；补充资料”相关内容。"
annual_cscec_2025_report_field_001463,47,第三节 管理层讨论与分析 > 6. 融资情况,6. 融资情况,利率,,financial_field,"报告期内,公司深化运用宽松货币政策环境,全年新增银行借款利率与新发行债券利率同比均实现降；低,不断发挥低成本融资优势。截至报告期末,全公司带息负债总额9,302亿元,较年初增长主要是由；2025 年年度报告；43"
annual_cscec_2025_report_field_001464,51,第三节 管理层讨论与分析 > （三） 专业板块经营情况,专业板块经营情况,新签合同额,亿元,financial_field,"新发展。公司专业板块全年新签合同额7,179.3亿元,同比降低2.2% ；实现营业收入4,832.8亿元,同比；增长2.3% ；实现毛利319.6亿元,同比降低5.9% ；实现营业利润162.4亿元,同比降低7.7%。；“光储直柔”零碳立体车库；焊接机器人"
annual_cscec_2025_report_field_001465,52,第三节 管理层讨论与分析 > （四） 非主营业务导致利润重大变化的说明,（四） 非主营业务导致利润重大变化的说明,新签合同额,千元,financial_field,新签合同额；2025毛利；2025；2025
annual_cscec_2025_report_field_001466,52,第三节 管理层讨论与分析 > （四） 非主营业务导致利润重大变化的说明,（四） 非主营业务导致利润重大变化的说明,营业收入,千元,financial_field,营业收入；（%）；（%）；营业利润；（%）；安装；849.0；653.9；1.1；30.7
annual_cscec_2025_report_field_001467,52,第三节 管理层讨论与分析 > （四） 非主营业务导致利润重大变化的说明,（四） 非主营业务导致利润重大变化的说明,利率,千元,financial_field,毛利率（%）；营业利润率（%）；项目；板块名称；同比增减；同比增减；2025年；2024年；2025年；2024年
annual_cscec_2025_report_field_001468,53,第三节 管理层讨论与分析 > （五） 资产、负债情况分析 > 1. 资产及负债状况,1. 资产及负债状况,总资产,千元,financial_field,"总资产本年增加3,709亿元,主要是存货增加437亿元,应收账；款增加984亿元,合同资产增加1,436亿元,其他流动资产增加；货币资金本年减少128亿元,主要是资金使用需求上升,资金存；应收票据本年增加15亿元,主要是客户使用承兑汇票支付款项；应收款项融资本年减少20亿元,主要是本年客户使用银行承兑；预付款项本年增加111亿元,主要是本期新增土地储备,预付土；其他应收款本年增加66亿元,主要是因为本年新增日常业务所；存货本年增加437亿元,主要是房地产开发成本和建筑业原材料；合同资产本年增加1,436亿元,主要是部分房建及基建项目施工；一年内到期的非流动资产本年减少139亿元,主要是部分长期应"
annual_cscec_2025_report_field_001469,53,第三节 管理层讨论与分析 > （五） 资产、负债情况分析 > 1. 资产及负债状况,1. 资产及负债状况,流动资产,千元,financial_field,"一年内到期的非流动资产本年减少139亿元,主要是部分长期应；其他流动资产本年增加532亿元,主要是由于待抵扣进项税额增；长期应收款本年增加135亿元,主要是投资项目及基建、房建项；债权投资本年增加44亿元,主要是应收关联方贷款增加所致。；长期股权投资本年增加75亿元,主要是对外投资增加所致。；应收账款本年增加984亿元,主要是回款放缓所致。；进度加快,相应已完工未结算余额增加所致。；发生的应收代垫款以及其他往来款所致。；532亿元,长期应收款增加135亿元。；地款增加,尚未满足结转条件所致。"
annual_cscec_2025_report_field_001470,53,第三节 管理层讨论与分析 > （五） 资产、负债情况分析 > 1. 资产及负债状况,1. 资产及负债状况,总资产,千元,financial_field,"总资产的；3,189,774,343；424,425,658；2,328,094；317,144,080；3,575,355；24,341,057；68,235,576；772,168,289；445,400,720"
annual_cscec_2025_report_field_001471,53,第三节 管理层讨论与分析 > （五） 资产、负债情况分析 > 1. 资产及负债状况,1. 资产及负债状况,总资产,千元,financial_field,总资产的比例（%）；16.54；1.34；5.92；0.74；3.79；3.55；100.00；11.56；0.11
annual_cscec_2025_report_field_001472,53,第三节 管理层讨论与分析 > （五） 资产、负债情况分析 > 1. 资产及负债状况,1. 资产及负债状况,总资产,千元,financial_field,总资产；存货；2025 年年度报告；49
annual_cscec_2025_report_field_001473,54,第三节 管理层讨论与分析,第三节 管理层讨论与分析,流动资产,,financial_field,"其他非流动资产本年增加48亿元,主要是本期随项目结算,相；总负债同比增加3,204亿元,主要是短期借款增加545亿元,应；短期借款本年增加545亿元,主要是本年信用借款增加524亿所；应付票据本年减少44亿元,主要是本年到期兑付以及通过商业；合同负债本年增加324亿元,主要是已完工未结算和预收工程款；一年内到期的非流动负债本年增加61亿元,主要是由于一年内；其他流动负债较上年期末数增加438亿元,主要是短期融资券和；长期借款本年增加22亿元,主要为了满足房地产开发项目和；应付债券增加151亿元,主要本年新发行债券,用于房地产项目；长期应付款较上年期末数增加8亿元,主要是应付工程质量保证"
annual_cscec_2025_report_field_001474,54,第三节 管理层讨论与分析,第三节 管理层讨论与分析,流动负债,,financial_field,"付账款增加1,694亿元所致,其他流动负债增加438亿元所致。；PPP项目公司的资金需求增加借款所致。；到期的长期借款和应付债券增加所致。；合模式核算的PPP项目投资增加所致。；情况说明；应确权质保金有所增加所致。；票据支付的金额减少所致。；工程款及材料款增加所致。；投资建设及补充运营资金。；待转销项税增加所致。"
annual_cscec_2025_report_field_001475,54,第三节 管理层讨论与分析,第三节 管理层讨论与分析,总资产,,financial_field,"总资产的；14,623,910；7,293,820；156,271,918；35,323,710；352,602,811；2,417,792,878；115,745,796；16,103,080；828,088,617"
annual_cscec_2025_report_field_001476,54,第三节 管理层讨论与分析,第三节 管理层讨论与分析,总资产,,financial_field,总资产的比例（%）；10.04；76.90；4.78；0.33；28.01；10.61；3.57；4.36；14.79
annual_cscec_2025_report_field_001477,54,第三节 管理层讨论与分析,第三节 管理层讨论与分析,总负债,,financial_field,总负债；投资；资产；无；中国建筑股份有限公司；50
annual_cscec_2025_report_field_001478,55,第三节 管理层讨论与分析 > 4. 其他说明,4. 其他说明,总资产,亿元,financial_field,"其中：截至报告期末,公司境外资产2,306（单位：亿元 币种：人民币）,占总资产的比例为6.5%。；(2) 境外资产占比较高的相关说明；适用 不适用；(3) 境外资产相关说明；适用 不适用"
annual_cscec_2025_report_field_001479,60,第三节 管理层讨论与分析 > 400174.NQ,证券投资情况,流动资产,千元,financial_field,①本表填列公司交易性金融资产、其他流动资产、其他权益工具投资核算的股票证券投资情况。；注五、2“交易性金融资产”、附注五、15“其他权益工具投资”等相关内容。；私募基金投资情况；适用 不适用；单位：千元 币种：人民币；产品（被投资单位）全称；期初账面价值；期末账面价值；上海中忻慧地投资中心（有限合伙）
annual_cscec_2025_report_field_001480,61,第三节 管理层讨论与分析 > （九） 主要控股参股公司分析 > 2. 通过同一控制下的企业合并取得的重要子公司,2. 通过同一控制下的企业合并取得的重要子公司,总资产,千元,financial_field,"总资产；净资产；净利润；中海集团；投资控股；31,032,258；100.00；1,117,103,584；406,162,093；21,710,038"
annual_cscec_2025_report_field_001481,61,第三节 管理层讨论与分析 > （九） 主要控股参股公司分析 > 2. 通过同一控制下的企业合并取得的重要子公司,2. 通过同一控制下的企业合并取得的重要子公司,总资产,千元,financial_field,"总资产；净资产；净利润；中建新疆建工；建筑安装；3,603,530；85.00；68,684,421；15,043,067；-333,847"
annual_cscec_2025_report_field_001482,62,第三节 管理层讨论与分析 > （十） 公司控制的结构化主体情况,公司控制的结构化主体情况,总资产,千元,financial_field,"总资产；净资产；净利润；中国建筑兴业；建筑安装；1亿港币；43.75；10,842,350；2,442,607；208,103"
annual_cscec_2025_report_field_001483,62,第三节 管理层讨论与分析 > （十） 公司控制的结构化主体情况,公司控制的结构化主体情况,营业收入,千元,financial_field,"营业收入；营业利润；净利润；中海集团；子公司；投资控股；31,032,258；100.00；1,117,103,584；406,162,093"
annual_cscec_2025_report_field_001484,65,第三节 管理层讨论与分析 > （三） 经营计划,核心指标,新签合同额,,financial_field,"公司2026年计划实现新签合同额4.6万亿元,营业收入2.1万亿元。公司将坚持稳中求进工作总基调,；计划与业绩承诺之间的差异。；2025 年年度报告；61"
annual_cscec_2025_report_field_001485,67,"第三节 管理层讨论与分析 > 七、 公司因不适用准则规定或国家秘密、商业秘密等特殊原因,未按准则",披露的情况,利率,,financial_field,公司经营活动面临的各种金融风险包括市场风险（主要为外汇风险、利率风险和其他价格风险）、信用风；公司商誉及其减值情况敬请参阅本报告第八节“财务报告”财务报表附注五、22“商誉”相关内容。
annual_cscec_2025_report_field_001486,71,第四节 公司治理、环境和社会 > （二） 信息披露情况,信息披露情况,土地储备,,financial_field,"动态。在定期报告中,增加房建业务和基建业务细分领域数据、地产业务新增土地储备主要城市分布数；2025 年年度报告；67"
annual_cscec_2025_report_field_001487,72,第四节 公司治理、环境和社会 > （五） 其他事项说明,未发生重大违反相关制度的情况,现金红利,,financial_field,"效提振市场信心。坚持长期稳定的分红政策,2024年度公司实现现金分红112.18亿元,现金分红比率达；24.29%,持续稳居建筑央企第一；截至2025年底,公司累计现金分红规模已达1,040.47亿元,位居建"
annual_cscec_2025_report_field_001488,73,第四节 公司治理、环境和社会 > 二、 公司控股股东、实际控制人在保证公司资产、人员、财务、机构、业,实际控制人及其控制的其他单位从事与公司相同或者相近业务的情况,营业收入,万股,financial_field,建筑最近一期经审计的资产总额、营业收入、净利润占中建集团相应指标的比重均超过99%。报告期；2025 年年度报告；69
annual_cscec_2025_report_field_001489,85,第四节 公司治理、环境和社会 > 八、 利润分配或资本公积转增预案 > ( 一) 现金分红政策的制定、执行或调整情况 > 2. 报告期内现金分红政策的执行情况,报告期内现金分红政策的执行情况,现金红利,,financial_field,"利；公司应优先采用现金分红的利润分配方式,同时在经营情况良好,并且董事会认为公司股票价格与；15%。"
annual_cscec_2025_report_field_001490,85,第四节 公司治理、环境和社会 > 八、 利润分配或资本公积转增预案 > ( 一) 现金分红政策的制定、执行或调整情况 > 2. 报告期内现金分红政策的执行情况,报告期内现金分红政策的执行情况,现金红利,,financial_field,"2. 报告期内现金分红政策的执行情况；2025年5月23日,公司2024年年度股东会以现场记名投票与网络投票相结合的方式审议通过了《关于中；国建筑股份有限公司2024年度利润分配方案的议案》；2025年7月10日,公司发布《中国建筑股份有限；公司2024年年度权益分派实施公告》；2025年7月17日,公司向全体股东派发现金红利,2024年度利润；2025 年年度报告；81"
annual_cscec_2025_report_field_001491,86,第四节 公司治理、环境和社会 > 4. 公司本年度拟分配的现金红利相关情况说明,公司本年度拟分配的现金红利相关情况,现金红利,,financial_field,"润为557.69亿元,上市公司拟向全体股东每10股派发现金红利2.718元（含税）。以截至本报告披露日的；总股本41,320,390,444股为基数,以此计算合计拟派发现金红利约112.31亿元（含税）。本年度公司现；金分红占合并报表归属于母公司股东净利润的比例为28.75%。如在实施权益分派股权登记日前公司总股；上述利润分配预案已经公司第四届董事会第三十三次会议审议通过,预案尚需经公司2025年年度股东会；审议批准。公司2025年年度股东会拟采取现场记名投票与网络投票相结合的方式,从而确保中小股东有"
annual_cscec_2025_report_field_001492,86,第四节 公司治理、环境和社会 > 4. 公司本年度拟分配的现金红利相关情况说明,公司本年度拟分配的现金红利相关情况,现金红利,,financial_field,"4. 公司本年度拟分配的现金红利相关情况说明；（1）公司所处行业情况及特点；建筑行业增加值占GDP比例长期保持在6%以上,是国民经济的支柱产业,行业发展根基总体稳固。近；（2）公司发展阶段和自身经营模式"
annual_cscec_2025_report_field_001493,86,第四节 公司治理、环境和社会 > 4. 公司本年度拟分配的现金红利相关情况说明,公司本年度拟分配的现金红利相关情况,加权平均净资产收益率,,financial_field,"自上市以来,公司净资产收益率一直维持在行业较高水平,利润规模始终保持在央企前列,为股东创造；（4）公司保留一定比例留存未分配利润的原因；中国建筑股份有限公司；82"
annual_cscec_2025_report_field_001494,87,第四节 公司治理、环境和社会 > ( 三) 现金分红政策的专项说明,中小股东是否有充分表,现金红利,千元,financial_field,（6）公司为中小股东参与现金分红决策提供便利情况
annual_cscec_2025_report_field_001495,87,第四节 公司治理、环境和社会 > ( 三) 现金分红政策的专项说明,中小股东是否有充分表,现金红利,千元,financial_field,"互动平台提问等多种方式来表达对现金分红政策的意见和诉求。在公司年度股东会上,中小股东可通过；东关心的问题。；（7）公司为增强投资者回报水平拟采取的措施；公司按照《上市公司监管指引第3号―― 上市公司现金分红》等法律法规、规范性文件和《公司章程》的规；化利润分配方案,增厚投资者回报。"
annual_cscec_2025_report_field_001496,87,第四节 公司治理、环境和社会 > ( 三) 现金分红政策的专项说明,中小股东是否有充分表,资本公积金转增股本,千元,financial_field,( 二) 公司近五年（含报告期）的普通股股利分配方案或预案、资本公积金转增股本方案或预案；单位：千元 币种：人民币；分红年度合并；占合并报表中；每10股送红股数；每10股派息数；每10股转增数
annual_cscec_2025_report_field_001497,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,资本公积金转增股本,千元,financial_field,( 五) 本报告期利润分配及资本公积金转增股本预案；适用 不适用；单位：千元 币种：人民币；每10股送红股数（股）；╱；每10股派息数（元）；（含税）；2.718；每10股转增数（股）；╱
annual_cscec_2025_report_field_001498,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,现金红利,千元,financial_field,"现金分红金额（含税）；11,230,882；39,069,002；28.75"
annual_cscec_2025_report_field_001499,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,现金红利,千元,financial_field,"以现金方式回购股份计入现金分红的金额；╱；合计分红金额（含税）；11,230,882；28.75"
annual_cscec_2025_report_field_001500,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,现金红利,千元,financial_field,"( 六) 最近三个会计年度现金分红情况；适用 不适用；单位：千元 币种：人民币；最近三个会计年度累计现金分红金额（含税）(1)；33,747,104；最近三个会计年度累计回购并注销金额(2)；╱；最近三个会计年度现金分红和回购并注销累计金额(3)=(1)+(2)；33,747,104；最近三个会计年度年均净利润金额(4)"
annual_cscec_2025_report_field_001501,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,现金红利,千元,financial_field,"最近三个会计年度现金分红比例（%）(5)=(3)/(4)；72.56；39,069,002；最近一个会计年度母公司报表年度末未分配利润；55,768,900"
annual_cscec_2025_report_field_001502,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,现金红利,千元,financial_field,上市至今现金分红情况；28.75%；24.29%；23.00%；23.00%；21.59%；20.82%；21.00%；20.80%；20.40%
annual_cscec_2025_report_field_001503,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,现金红利,千元,financial_field,每股派息（元）；派息比例；中国建筑股份有限公司；84
annual_cscec_2025_report_field_001504,96,第五节 重要事项 > 一、 承诺事项履行情况,承诺事项履行情况,营业收入,,financial_field,"确认收入的部分,如未来汇算清缴土地增值税时需补交土地增；阅中海物业集团于2015年10月14日发布的《上市文件－本公；公司相关附属企业现有名称之下的相关手续。；承诺内容；值税,由中建总公司承担。"
annual_cscec_2025_report_field_001505,104,第五节 重要事项 > （二） 担保情况,公司对外担保情况,到期日,千元,financial_field,担保到期日；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2034/9/27
annual_cscec_2025_report_field_001506,105,第五节 重要事项 > （二） 担保情况,公司对外担保情况,到期日,,financial_field,担保到期日；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2026/4/20；2030/4/29；2027/4/30；2041/3/20
annual_cscec_2025_report_field_001507,106,第五节 重要事项 > （二） 担保情况,公司对外担保情况,到期日,,financial_field,担保到期日；2033/5/21；公司对外担保情况（不包括对子公司的担保）；2044/8/8；2030/1/6；2030/1/6；公司担保总额情况（包括对子公司的担保）；公司及其子公司对子公司的担保情况；2021/12/28；担保起始日
annual_cscec_2025_report_field_001508,106,第五节 重要事项 > （二） 担保情况,公司对外担保情况,资产负债率,,financial_field,直接或间接为资产负债率超过70%的被担保对象提供的债务担保金额(D)；担保方与上市；公司的关系；控股子公司；控股子公司；控股子公司；控股子公司
annual_cscec_2025_report_field_001509,106,第五节 重要事项 > （二） 担保情况,公司对外担保情况,归属于上市公司股东的净资产,,financial_field,担保总额超过归母净资产50%部分的金额(E)；未到期担保可能承担连带清偿责任说明
annual_cscec_2025_report_field_001510,114,第六节 股份变动及股东情况 > 三、股份总数 > 4、其他,4、其他,送红股,股,financial_field,"送股；发行新股；0.70；0.70；0.70；99.30；99.30；100.00；比例(%)；截至报告期末,公司股本结构发生如下变化："
annual_cscec_2025_report_field_001511,116,第六节 股份变动及股东情况 > 三、 股东和实际控制人情况 > （一） 股东总数,截止报告期末表,利率,千元,financial_field,（或利率）；发行金额；上市日期；交易数量金额；终止日期；25中建MTN001（科创债）；╱；2025-11-21；2.05%
annual_cscec_2025_report_field_001512,117,第六节 股份变动及股东情况 > （二） 截至报告期末前十名股东、前十名流通股东（或无限售条件股东）持股情况表,持股情况表,期末总股本,股,financial_field,"112,185,388股A股股份,占公司总股本比例约为0.27%,增持总金额约为623,206,575.04元（不含税费）,上述增持计划已实；（临2025-060）。；2025 年年度报告；113"
annual_cscec_2025_report_field_001513,123,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,利率,千元,financial_field,"利率(%)；2,108,640.00；3,514,400.00；3,514,400.00；1,900,000.00；3,514,400.00；1,757,200.00；5,271,600.00；3,162,960.00；2,066,467.20"
annual_cscec_2025_report_field_001514,123,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,发行规模,千元,financial_field,发行规模╱；当前规模；2026-12-20；2042-11-15；2043-10-29；2034-06-11；2026-08-23；2027-07-05；2027-11-29；2028-04-26
annual_cscec_2025_report_field_001515,123,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,到期日,千元,financial_field,到期日；2021-11-25；2021-12-20；2012-11-15；2013-10-29；2014-06-11；2016-08-23；2017-07-05；2017-11-29；2018-04-26
annual_cscec_2025_report_field_001516,123,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,起息日,千元,financial_field,起息日；2021-08-06；2021-11-24；2021-12-17；2012-11-15；2013-10-29；2014-06-11；2016-08-22；2017-07-05；2017-11-29
annual_cscec_2025_report_field_001517,124,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,利率,,financial_field,"利率(%)；1,000,000.00；1,500,000.00；500,000.00；1,500,000.00；1,700,000.00；1,100,000.00；1,500,000.00；1,500,000.00；1,300,000.00"
annual_cscec_2025_report_field_001518,124,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,发行规模,,financial_field,发行规模╱；当前规模；2026-11-07；2028-11-07；2028-12-12；2027-04-07；2027-05-10；2027-09-20；2027-12-20；2026-06-20
annual_cscec_2025_report_field_001519,124,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,到期日,,financial_field,到期日；2023-09-21；2023-12-19；2023-10-25；2023-11-07；2023-11-07；2023-12-12；2022-04-07；2022-05-10；2022-09-20
annual_cscec_2025_report_field_001520,124,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,起息日,,financial_field,起息日；2022-12-19；2023-11-08；2023-09-19；2023-12-15；2023-10-25；2023-11-03；2023-11-03；2023-12-08；2022-04-06
annual_cscec_2025_report_field_001521,125,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,利率,,financial_field,"利率(%)；2,000,000.00；3,000,000.00；1,000,000.00；2,000,000.00；1,500,000.00；1,500,000.00；1,000,000.00；1,000,000.00；1,000,000.00"
annual_cscec_2025_report_field_001522,125,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,发行规模,,financial_field,发行规模╱；当前规模；2029-04-23；2029-04-24；2029-04-24；2027-05-06；2027-05-06；2029-08-28；2027-09-18；2027-09-20
annual_cscec_2025_report_field_001523,125,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,到期日,,financial_field,到期日；2024-04-23；2024-04-24；2024-04-24；2024-05-06；2024-05-06；2024-08-28；2024-09-18；2024-09-20；2024-09-20
annual_cscec_2025_report_field_001524,125,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,起息日,,financial_field,起息日；2024-04-19；2024-04-22；2024-04-22；2024-04-29；2024-04-26；2024-08-26；2024-09-12；2024-09-18；2024-09-18
annual_cscec_2025_report_field_001525,126,第七节 债券相关情况 > （二） 公司债券募集资金情况,公司债券募集资金情况,利率,千元,financial_field,"利率(%)；500,000.00；1,000,000.00；800,000.00；2,500,000.00；2,500,000.00；800,000.00；900,000.00；1,100,000.00；500,000.00"
annual_cscec_2025_report_field_001526,126,第七节 债券相关情况 > （二） 公司债券募集资金情况,公司债券募集资金情况,发行规模,千元,financial_field,发行规模╱；当前规模；2029-01-14；2031-01-14；2029-03-05；2035-04-29；2030-04-29；2028-08-12；2030-08-12；2030-09-19
annual_cscec_2025_report_field_001527,126,第七节 债券相关情况 > （二） 公司债券募集资金情况,公司债券募集资金情况,到期日,千元,financial_field,到期日；2025-12-22；2026-01-14；2026-01-14；2026-03-05；2025-04-29；2025-04-29；2025-08-12；2025-08-12；2025-09-19
annual_cscec_2025_report_field_001528,126,第七节 债券相关情况 > （二） 公司债券募集资金情况,公司债券募集资金情况,起息日,千元,financial_field,起息日；2025-08-08；2025-10-17；2025-12-17；2026-01-12；2026-01-12；2026-03-03；2025-04-25；2025-04-25；2025-08-08
annual_cscec_2025_report_field_001529,127,第七节 债券相关情况 > （四） 报告期内公司债券相关重要事项 > 1. 非金融企业债务融资工具基本情况,非金融企业债务融资工具基本情况,流动负债,千元,financial_field,"敬请参阅本报告第八节“财务报告”财务报表附注五、36“一年内到期的非流动负债”,附注五、39“应付债券”,附注五、47“其他权益工具”等相；单位：千元 币种：人民币；上市交易的风险；是否存在终止；否；否；否；否；否；否"
annual_cscec_2025_report_field_001530,127,第七节 债券相关情况 > （四） 报告期内公司债券相关重要事项 > 1. 非金融企业债务融资工具基本情况,非金融企业债务融资工具基本情况,利率,千元,financial_field,"利率(%)；3,000,000.00；3,000,000.00；3,000,000.00；3,000,000.00；3,000,000.00；4,000,000.00；债券余额；2024-04-25 2024-04-29 2034-04-29；2024-06-12 2024-06-14 2034-06-14"
annual_cscec_2025_report_field_001531,127,第七节 债券相关情况 > （四） 报告期内公司债券相关重要事项 > 1. 非金融企业债务融资工具基本情况,非金融企业债务融资工具基本情况,到期日,千元,financial_field,到期日；2023-7-13；2023-8-14；2023-6-21
annual_cscec_2025_report_field_001532,130,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,利率,千元,financial_field,"利率(%)；110,000.00；1,000,000.00；1,200,000.00；1,000,000.00；1,000,000.00；2,000,000.00；1,040,000.00；1,000,000.00；2,000,000.00"
annual_cscec_2025_report_field_001533,130,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,发行规模,千元,financial_field,发行规模╱；当前规模；2026-12-20；2026-12-20；2027-01-14；2027-02-23；2027-05-27；2027-07-25；2027-08-19；2027-10-27
annual_cscec_2025_report_field_001534,130,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,到期日,千元,financial_field,到期日；2021-12-20；2021-12-20；2022-01-14；2022-02-23；2022-05-27；2022-07-25；2022-08-19；2022-10-27；2022-12-14
annual_cscec_2025_report_field_001535,130,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,起息日,千元,financial_field,起息日；2022-12-12；2022-12-12；2021-12-16；2021-12-16；2022-01-12；2022-02-21；2022-05-25；2022-07-21；2022-08-17
annual_cscec_2025_report_field_001536,131,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,利率,千元,financial_field,"利率(%)；1,000,000.00；1,700,000.00；1,200,000.00；1,000,000.00；500,000.00；600,000.00；1,500,000.00；1,500,000.00；1,300,000.00"
annual_cscec_2025_report_field_001537,131,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,发行规模,千元,financial_field,发行规模╱；当前规模；2026-11-02；2026-11-17；2026-09-04；2026-09-20；2026-11-08；2026-11-27；2026-09-20；2026-10-16
annual_cscec_2025_report_field_001538,131,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,到期日,千元,financial_field,到期日；2023-11-02；2023-11-17；2023-09-04；2023-09-20；2023-11-08；2023-11-27；2023-09-20；2023-10-16；2023-11-22
annual_cscec_2025_report_field_001539,131,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,起息日,千元,financial_field,起息日；23中建海峡MTN001（科创票据）2023-11-01；23中建七局MTN002（科创票据）2023-11-15；2023-08-31；23中建六局MTN001（科创票据）2023-09-18；23中建六局MTN002（科创票据）2023-11-06；23中建六局MTN003（科创票据）2023-11-23；23中建三局MTN001（科创票据）2023-09-18；2023-10-12；23中建四局MTN001（科创票据）2023-11-20
annual_cscec_2025_report_field_001540,132,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,利率,千元,financial_field,"利率(%)；2,000,000.00；1,200,000.00；2,000,000.00；1,500,000.00；1,500,000.00；1,500,000.00；1,300,000.00；600,000.00；500,000.00"
annual_cscec_2025_report_field_001541,132,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,发行规模,千元,financial_field,发行规模╱；当前规模；2028-08-11；2030-08-12；2026-05-05；2027-09-13；2027-09-13；2027-09-26；2027-10-23；2027-11-19
annual_cscec_2025_report_field_001542,132,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,到期日,千元,financial_field,到期日；2025-06-16；2025-07-23；2025-04-14；2025-04-14；2025-04-14；2025-07-14；2025-08-11；2025-08-12；2025-08-08
annual_cscec_2025_report_field_001543,132,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,起息日,千元,financial_field,起息日；2025-01-10；2025-06-12；2025-07-21；2025-07-03；2025-04-11；2025-04-11；2025-04-11；2025-07-11；2025-08-08
annual_cscec_2025_report_field_001544,133,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,利率,千元,financial_field,"利率(%)；1,500,000.00；500,000.00；1,000,000.00；1,000,000.00；900,000.00；900,000.00；800,000.00；500,000.00；500,000.00"
annual_cscec_2025_report_field_001545,133,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,发行规模,千元,financial_field,发行规模╱；当前规模；2030-08-25；2040-08-25；2035-08-08；2030-09-23；2026-06-03；2026-06-12；2026-06-16；2035-10-15
