field_id,metric,unit,source_page,section_path,table_name,confidence,value_map,source_text
annual_cscec_2025_report_field_6369b48b91,总资产,千元,62,第三节 管理层讨论与分析 > （十） 公司控制的结构化主体情况,公司控制的结构化主体情况,0.68,"{""v1"": ""1"", ""v2"": ""43.75"", ""v3"": ""10,842,350"", ""v4"": ""2,442,607"", ""v5"": ""208,103""}","总资产；净资产；净利润；中国建筑兴业；建筑安装；1亿港币；43.75；10,842,350；2,442,607；208,103"
annual_cscec_2025_report_field_efd65cd414,营业收入,千元,62,第三节 管理层讨论与分析 > （十） 公司控制的结构化主体情况,公司控制的结构化主体情况,0.68,"{""v1"": ""31,032,258"", ""v2"": ""100.00"", ""v3"": ""1,117,103,584"", ""v4"": ""406,162,093""}","营业收入；营业利润；净利润；中海集团；子公司；投资控股；31,032,258；100.00；1,117,103,584；406,162,093"
annual_cscec_2025_report_field_9a660c03b2,新签合同额,,65,第三节 管理层讨论与分析 > （三） 经营计划,核心指标,0.63,"{""2026"": ""2026"", ""2025"": ""4.6"", ""v1"": ""2026"", ""v2"": ""4.6"", ""v3"": ""2.1"", ""v4"": ""2025"", ""v5"": ""61""}","公司2026年计划实现新签合同额4.6万亿元,营业收入2.1万亿元。公司将坚持稳中求进工作总基调,；计划与业绩承诺之间的差异。；2025 年年度报告；61"
annual_cscec_2025_report_field_6c73b8f14a,利率,,67,"第三节 管理层讨论与分析 > 七、 公司因不适用准则规定或国家秘密、商业秘密等特殊原因,未按准则",披露的情况,0.63,"{""v1"": ""22""}",公司经营活动面临的各种金融风险包括市场风险（主要为外汇风险、利率风险和其他价格风险）、信用风；公司商誉及其减值情况敬请参阅本报告第八节“财务报告”财务报表附注五、22“商誉”相关内容。
annual_cscec_2025_report_field_6afcc3dafb,土地储备,,71,第四节 公司治理、环境和社会 > （二） 信息披露情况,信息披露情况,0.58,"{""2025"": ""2025"", ""v1"": ""2025"", ""v2"": ""67""}","动态。在定期报告中,增加房建业务和基建业务细分领域数据、地产业务新增土地储备主要城市分布数；2025 年年度报告；67"
annual_cscec_2025_report_field_fad4d0dd41,现金红利,,72,第四节 公司治理、环境和社会 > （五） 其他事项说明,未发生重大违反相关制度的情况,0.58,"{""2024"": ""2024"", ""2025"": ""112.18"", ""v1"": ""2024"", ""v2"": ""112.18"", ""v3"": ""24.29%"", ""v4"": ""2025"", ""v5"": ""1,040.47""}","效提振市场信心。坚持长期稳定的分红政策,2024年度公司实现现金分红112.18亿元,现金分红比率达；24.29%,持续稳居建筑央企第一；截至2025年底,公司累计现金分红规模已达1,040.47亿元,位居建"
annual_cscec_2025_report_field_9aedac37d4,营业收入,万股,73,第四节 公司治理、环境和社会 > 二、 公司控股股东、实际控制人在保证公司资产、人员、财务、机构、业,实际控制人及其控制的其他单位从事与公司相同或者相近业务的情况,0.63,"{""2025"": ""99%"", ""v1"": ""99%"", ""v2"": ""2025"", ""v3"": ""69""}",建筑最近一期经审计的资产总额、营业收入、净利润占中建集团相应指标的比重均超过99%。报告期；2025 年年度报告；69
annual_cscec_2025_report_field_3f1f0b24ba,现金红利,,85,第四节 公司治理、环境和社会 > 八、 利润分配或资本公积转增预案 > ( 一) 现金分红政策的制定、执行或调整情况 > 2. 报告期内现金分红政策的执行情况,报告期内现金分红政策的执行情况,0.63,"{""v1"": ""15%""}","利；公司应优先采用现金分红的利润分配方式,同时在经营情况良好,并且董事会认为公司股票价格与；15%。"
annual_cscec_2025_report_field_3d1c4b0c32,现金红利,,85,第四节 公司治理、环境和社会 > 八、 利润分配或资本公积转增预案 > ( 一) 现金分红政策的制定、执行或调整情况 > 2. 报告期内现金分红政策的执行情况,报告期内现金分红政策的执行情况,0.63,"{""2025"": ""7"", ""2024"": ""2025"", ""v1"": ""2"", ""v2"": ""2025"", ""v3"": ""5"", ""v4"": ""23"", ""v5"": ""2024"", ""v6"": ""2024"", ""v7"": ""2025"", ""v8"": ""7"", ""v9"": ""10"", ""v10"": ""2024"", ""v11"": ""2025"", ""v12"": ""7"", ""v13"": ""17"", ""v14"": ""2024"", ""v15"": ""2025"", ""v16"": ""81""}","2. 报告期内现金分红政策的执行情况；2025年5月23日,公司2024年年度股东会以现场记名投票与网络投票相结合的方式审议通过了《关于中；国建筑股份有限公司2024年度利润分配方案的议案》；2025年7月10日,公司发布《中国建筑股份有限；公司2024年年度权益分派实施公告》；2025年7月17日,公司向全体股东派发现金红利,2024年度利润；2025 年年度报告；81"
annual_cscec_2025_report_field_d771e626c6,现金红利,,86,第四节 公司治理、环境和社会 > 4. 公司本年度拟分配的现金红利相关情况说明,公司本年度拟分配的现金红利相关情况,0.58,"{""2025"": ""10"", ""v1"": ""557.69"", ""v2"": ""10"", ""v3"": ""2.718"", ""v4"": ""41,320,390,444"", ""v5"": ""112.31"", ""v6"": ""28.75%"", ""v7"": ""2025"", ""v8"": ""2025""}","润为557.69亿元,上市公司拟向全体股东每10股派发现金红利2.718元（含税）。以截至本报告披露日的；总股本41,320,390,444股为基数,以此计算合计拟派发现金红利约112.31亿元（含税）。本年度公司现；金分红占合并报表归属于母公司股东净利润的比例为28.75%。如在实施权益分派股权登记日前公司总股；上述利润分配预案已经公司第四届董事会第三十三次会议审议通过,预案尚需经公司2025年年度股东会；审议批准。公司2025年年度股东会拟采取现场记名投票与网络投票相结合的方式,从而确保中小股东有"
annual_cscec_2025_report_field_ce26b0b38a,现金红利,,86,第四节 公司治理、环境和社会 > 4. 公司本年度拟分配的现金红利相关情况说明,公司本年度拟分配的现金红利相关情况,0.58,"{""v1"": ""4"", ""v2"": ""1"", ""v3"": ""6%"", ""v4"": ""2""}","4. 公司本年度拟分配的现金红利相关情况说明；（1）公司所处行业情况及特点；建筑行业增加值占GDP比例长期保持在6%以上,是国民经济的支柱产业,行业发展根基总体稳固。近；（2）公司发展阶段和自身经营模式"
annual_cscec_2025_report_field_b55f3240ba,加权平均净资产收益率,,86,第四节 公司治理、环境和社会 > 4. 公司本年度拟分配的现金红利相关情况说明,公司本年度拟分配的现金红利相关情况,0.58,"{""v1"": ""4"", ""v2"": ""82""}","自上市以来,公司净资产收益率一直维持在行业较高水平,利润规模始终保持在央企前列,为股东创造；（4）公司保留一定比例留存未分配利润的原因；中国建筑股份有限公司；82"
annual_cscec_2025_report_field_69545ad38e,现金红利,千元,87,第四节 公司治理、环境和社会 > ( 三) 现金分红政策的专项说明,中小股东是否有充分表,0.63,"{""v1"": ""6""}",（6）公司为中小股东参与现金分红决策提供便利情况
annual_cscec_2025_report_field_0716c6cebd,现金红利,千元,87,第四节 公司治理、环境和社会 > ( 三) 现金分红政策的专项说明,中小股东是否有充分表,0.63,"{""v1"": ""7"", ""v2"": ""3""}","互动平台提问等多种方式来表达对现金分红政策的意见和诉求。在公司年度股东会上,中小股东可通过；东关心的问题。；（7）公司为增强投资者回报水平拟采取的措施；公司按照《上市公司监管指引第3号―― 上市公司现金分红》等法律法规、规范性文件和《公司章程》的规；化利润分配方案,增厚投资者回报。"
annual_cscec_2025_report_field_ad4f9f6afa,资本公积金转增股本,千元,87,第四节 公司治理、环境和社会 > ( 三) 现金分红政策的专项说明,中小股东是否有充分表,0.63,"{""v1"": ""10"", ""v2"": ""10"", ""v3"": ""10""}",( 二) 公司近五年（含报告期）的普通股股利分配方案或预案、资本公积金转增股本方案或预案；单位：千元 币种：人民币；分红年度合并；占合并报表中；每10股送红股数；每10股派息数；每10股转增数
annual_cscec_2025_report_field_55b7318641,资本公积金转增股本,千元,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,0.63,"{""v1"": ""10"", ""v2"": ""10"", ""v3"": ""2.718"", ""v4"": ""10""}",( 五) 本报告期利润分配及资本公积金转增股本预案；适用 不适用；单位：千元 币种：人民币；每10股送红股数（股）；╱；每10股派息数（元）；（含税）；2.718；每10股转增数（股）；╱
annual_cscec_2025_report_field_9cb5511a3b,现金红利,千元,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,0.63,"{""v1"": ""11,230,882"", ""v2"": ""39,069,002"", ""v3"": ""28.75""}","现金分红金额（含税）；11,230,882；39,069,002；28.75"
annual_cscec_2025_report_field_51df63dfe1,现金红利,千元,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,0.63,"{""v1"": ""11,230,882"", ""v2"": ""28.75""}","以现金方式回购股份计入现金分红的金额；╱；合计分红金额（含税）；11,230,882；28.75"
annual_cscec_2025_report_field_61e55e2093,现金红利,千元,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,0.63,"{""v1"": ""1"", ""v2"": ""33,747,104"", ""v3"": ""2"", ""v4"": ""3"", ""v5"": ""1"", ""v6"": ""2"", ""v7"": ""33,747,104"", ""v8"": ""4""}","( 六) 最近三个会计年度现金分红情况；适用 不适用；单位：千元 币种：人民币；最近三个会计年度累计现金分红金额（含税）(1)；33,747,104；最近三个会计年度累计回购并注销金额(2)；╱；最近三个会计年度现金分红和回购并注销累计金额(3)=(1)+(2)；33,747,104；最近三个会计年度年均净利润金额(4)"
annual_cscec_2025_report_field_f9ff6ac824,现金红利,千元,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,0.63,"{""v1"": ""5"", ""v2"": ""3"", ""v3"": ""4"", ""v4"": ""72.56"", ""v5"": ""39,069,002"", ""v6"": ""55,768,900""}","最近三个会计年度现金分红比例（%）(5)=(3)/(4)；72.56；39,069,002；最近一个会计年度母公司报表年度末未分配利润；55,768,900"
annual_cscec_2025_report_field_36e5ed6c72,现金红利,千元,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,0.63,"{""v1"": ""28.75%"", ""v2"": ""24.29%"", ""v3"": ""23.00%"", ""v4"": ""23.00%"", ""v5"": ""21.59%"", ""v6"": ""20.82%"", ""v7"": ""21.00%"", ""v8"": ""20.80%"", ""v9"": ""20.40%""}",上市至今现金分红情况；28.75%；24.29%；23.00%；23.00%；21.59%；20.82%；21.00%；20.80%；20.40%
annual_cscec_2025_report_field_db7a49db3a,现金红利,千元,88,第四节 公司治理、环境和社会 > ( 六) 最近三个会计年度现金分红情况,最近三个会计年度现金分红情况,0.63,"{""v1"": ""84""}",每股派息（元）；派息比例；中国建筑股份有限公司；84
annual_cscec_2025_report_field_b5956d98de,营业收入,,96,第五节 重要事项 > 一、 承诺事项履行情况,承诺事项履行情况,0.58,"{""2015"": ""2015"", ""v1"": ""2015"", ""v2"": ""10"", ""v3"": ""14""}","确认收入的部分,如未来汇算清缴土地增值税时需补交土地增；阅中海物业集团于2015年10月14日发布的《上市文件－本公；公司相关附属企业现有名称之下的相关手续。；承诺内容；值税,由中建总公司承担。"
annual_cscec_2025_report_field_1577f44bb1,到期日,千元,104,第五节 重要事项 > （二） 担保情况,公司对外担保情况,0.63,"{""2034"": ""27"", ""v1"": ""2034"", ""v2"": ""9"", ""v3"": ""27"", ""v4"": ""2034"", ""v5"": ""9"", ""v6"": ""27"", ""v7"": ""2034"", ""v8"": ""9"", ""v9"": ""27"", ""v10"": ""2034"", ""v11"": ""9"", ""v12"": ""27"", ""v13"": ""2034"", ""v14"": ""9"", ""v15"": ""27"", ""v16"": ""2034"", ""v17"": ""9"", ""v18"": ""27"", ""v19"": ""2034"", ""v20"": ""9"", ""v21"": ""27"", ""v22"": ""2034"", ""v23"": ""9"", ""v24"": ""27"", ""v25"": ""2034"", ""v26"": ""9"", ""v27"": ""27""}",担保到期日；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2034/9/27
annual_cscec_2025_report_field_9ac2f17ea7,到期日,,105,第五节 重要事项 > （二） 担保情况,公司对外担保情况,0.58,"{""2034"": ""9"", ""2026"": ""27"", ""2030"": ""2034"", ""2027"": ""9"", ""2041"": ""27"", ""v1"": ""2034"", ""v2"": ""9"", ""v3"": ""27"", ""v4"": ""2034"", ""v5"": ""9"", ""v6"": ""27"", ""v7"": ""2034"", ""v8"": ""9"", ""v9"": ""27"", ""v10"": ""2034"", ""v11"": ""9"", ""v12"": ""27"", ""v13"": ""2034"", ""v14"": ""9"", ""v15"": ""27"", ""v16"": ""2026"", ""v17"": ""4"", ""v18"": ""20"", ""v19"": ""2030"", ""v20"": ""4"", ""v21"": ""29"", ""v22"": ""2027"", ""v23"": ""4"", ""v24"": ""30"", ""v25"": ""2041"", ""v26"": ""3"", ""v27"": ""20""}",担保到期日；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2034/9/27；2026/4/20；2030/4/29；2027/4/30；2041/3/20
annual_cscec_2025_report_field_eed21bef1c,到期日,,106,第五节 重要事项 > （二） 担保情况,公司对外担保情况,0.58,"{""2033"": ""2033"", ""2044"": ""5"", ""2030"": ""2044"", ""2021"": ""8"", ""v1"": ""2033"", ""v2"": ""5"", ""v3"": ""21"", ""v4"": ""2044"", ""v5"": ""8"", ""v6"": ""8"", ""v7"": ""2030"", ""v8"": ""1"", ""v9"": ""6"", ""v10"": ""2030"", ""v11"": ""1"", ""v12"": ""6"", ""v13"": ""2021"", ""v14"": ""12"", ""v15"": ""28""}",担保到期日；2033/5/21；公司对外担保情况（不包括对子公司的担保）；2044/8/8；2030/1/6；2030/1/6；公司担保总额情况（包括对子公司的担保）；公司及其子公司对子公司的担保情况；2021/12/28；担保起始日
annual_cscec_2025_report_field_eefee3cab3,资产负债率,,106,第五节 重要事项 > （二） 担保情况,公司对外担保情况,0.58,"{""v1"": ""70%""}",直接或间接为资产负债率超过70%的被担保对象提供的债务担保金额(D)；担保方与上市；公司的关系；控股子公司；控股子公司；控股子公司；控股子公司
annual_cscec_2025_report_field_00408562b6,归属于上市公司股东的净资产,,106,第五节 重要事项 > （二） 担保情况,公司对外担保情况,0.58,"{""v1"": ""50%""}",担保总额超过归母净资产50%部分的金额(E)；未到期担保可能承担连带清偿责任说明
annual_cscec_2025_report_field_fd6937f15e,送红股,股,114,第六节 股份变动及股东情况 > 三、股份总数 > 4、其他,4、其他,0.68,"{""v1"": ""0.70"", ""v2"": ""0.70"", ""v3"": ""0.70"", ""v4"": ""99.30"", ""v5"": ""99.30"", ""v6"": ""100.00""}","送股；发行新股；0.70；0.70；0.70；99.30；99.30；100.00；比例(%)；截至报告期末,公司股本结构发生如下变化："
annual_cscec_2025_report_field_f4de24f776,利率,千元,116,第六节 股份变动及股东情况 > 三、 股东和实际控制人情况 > （一） 股东总数,截止报告期末表,0.68,"{""2025"": ""25"", ""v1"": ""25"", ""v2"": ""001"", ""v3"": ""2025"", ""v4"": ""-11"", ""v5"": ""-21"", ""v6"": ""2.05%""}",（或利率）；发行金额；上市日期；交易数量金额；终止日期；25中建MTN001（科创债）；╱；2025-11-21；2.05%
annual_cscec_2025_report_field_f2c209dd66,期末总股本,股,117,第六节 股份变动及股东情况 > （二） 截至报告期末前十名股东、前十名流通股东（或无限售条件股东）持股情况表,持股情况表,0.68,"{""2025"": ""0.27%"", ""v1"": ""112,185,388"", ""v2"": ""0.27%"", ""v3"": ""623,206,575.04"", ""v4"": ""2025"", ""v5"": ""-060"", ""v6"": ""2025"", ""v7"": ""113""}","112,185,388股A股股份,占公司总股本比例约为0.27%,增持总金额约为623,206,575.04元（不含税费）,上述增持计划已实；（临2025-060）。；2025 年年度报告；113"
annual_cscec_2025_report_field_6df4cea7e3,利率,千元,123,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,0.68,"{""v1"": ""2,108,640.00"", ""v2"": ""3,514,400.00"", ""v3"": ""3,514,400.00"", ""v4"": ""1,900,000.00"", ""v5"": ""3,514,400.00"", ""v6"": ""1,757,200.00"", ""v7"": ""5,271,600.00"", ""v8"": ""3,162,960.00"", ""v9"": ""2,066,467.20""}","利率(%)；2,108,640.00；3,514,400.00；3,514,400.00；1,900,000.00；3,514,400.00；1,757,200.00；5,271,600.00；3,162,960.00；2,066,467.20"
annual_cscec_2025_report_field_3e15636812,发行规模,千元,123,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,0.68,"{""2026"": ""-11"", ""2042"": ""-12"", ""2043"": ""-20"", ""2034"": ""2042"", ""2027"": ""2043"", ""2028"": ""-10"", ""v1"": ""2026"", ""v2"": ""-12"", ""v3"": ""-20"", ""v4"": ""2042"", ""v5"": ""-11"", ""v6"": ""-15"", ""v7"": ""2043"", ""v8"": ""-10"", ""v9"": ""-29"", ""v10"": ""2034"", ""v11"": ""-06"", ""v12"": ""-11"", ""v13"": ""2026"", ""v14"": ""-08"", ""v15"": ""-23"", ""v16"": ""2027"", ""v17"": ""-07"", ""v18"": ""-05"", ""v19"": ""2027"", ""v20"": ""-11"", ""v21"": ""-29"", ""v22"": ""2028"", ""v23"": ""-04"", ""v24"": ""-26""}",发行规模╱；当前规模；2026-12-20；2042-11-15；2043-10-29；2034-06-11；2026-08-23；2027-07-05；2027-11-29；2028-04-26
annual_cscec_2025_report_field_913c1b0cdb,到期日,千元,123,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,0.68,"{""2021"": ""-11"", ""2012"": ""-25"", ""2013"": ""2021"", ""2014"": ""-12"", ""2016"": ""-20"", ""2017"": ""-11"", ""2018"": ""-15"", ""v1"": ""2021"", ""v2"": ""-11"", ""v3"": ""-25"", ""v4"": ""2021"", ""v5"": ""-12"", ""v6"": ""-20"", ""v7"": ""2012"", ""v8"": ""-11"", ""v9"": ""-15"", ""v10"": ""2013"", ""v11"": ""-10"", ""v12"": ""-29"", ""v13"": ""2014"", ""v14"": ""-06"", ""v15"": ""-11"", ""v16"": ""2016"", ""v17"": ""-08"", ""v18"": ""-23"", ""v19"": ""2017"", ""v20"": ""-07"", ""v21"": ""-05"", ""v22"": ""2017"", ""v23"": ""-11"", ""v24"": ""-29"", ""v25"": ""2018"", ""v26"": ""-04"", ""v27"": ""-26""}",到期日；2021-11-25；2021-12-20；2012-11-15；2013-10-29；2014-06-11；2016-08-23；2017-07-05；2017-11-29；2018-04-26
annual_cscec_2025_report_field_e91a606b4b,起息日,千元,123,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,0.68,"{""2021"": ""-06"", ""2012"": ""2021"", ""2013"": ""-11"", ""2014"": ""-24"", ""2016"": ""2021"", ""2017"": ""-17"", ""v1"": ""2021"", ""v2"": ""-08"", ""v3"": ""-06"", ""v4"": ""2021"", ""v5"": ""-11"", ""v6"": ""-24"", ""v7"": ""2021"", ""v8"": ""-12"", ""v9"": ""-17"", ""v10"": ""2012"", ""v11"": ""-11"", ""v12"": ""-15"", ""v13"": ""2013"", ""v14"": ""-10"", ""v15"": ""-29"", ""v16"": ""2014"", ""v17"": ""-06"", ""v18"": ""-11"", ""v19"": ""2016"", ""v20"": ""-08"", ""v21"": ""-22"", ""v22"": ""2017"", ""v23"": ""-07"", ""v24"": ""-05"", ""v25"": ""2017"", ""v26"": ""-11"", ""v27"": ""-29""}",起息日；2021-08-06；2021-11-24；2021-12-17；2012-11-15；2013-10-29；2014-06-11；2016-08-22；2017-07-05；2017-11-29
annual_cscec_2025_report_field_be233ae847,利率,,124,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,0.63,"{""v1"": ""1,000,000.00"", ""v2"": ""1,500,000.00"", ""v3"": ""500,000.00"", ""v4"": ""1,500,000.00"", ""v5"": ""1,700,000.00"", ""v6"": ""1,100,000.00"", ""v7"": ""1,500,000.00"", ""v8"": ""1,500,000.00"", ""v9"": ""1,300,000.00""}","利率(%)；1,000,000.00；1,500,000.00；500,000.00；1,500,000.00；1,700,000.00；1,100,000.00；1,500,000.00；1,500,000.00；1,300,000.00"
annual_cscec_2025_report_field_29ad3f8cc8,发行规模,,124,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,0.63,"{""2026"": ""-12"", ""2028"": ""-07"", ""2027"": ""2028"", ""v1"": ""2026"", ""v2"": ""-11"", ""v3"": ""-07"", ""v4"": ""2028"", ""v5"": ""-11"", ""v6"": ""-07"", ""v7"": ""2028"", ""v8"": ""-12"", ""v9"": ""-12"", ""v10"": ""2027"", ""v11"": ""-04"", ""v12"": ""-07"", ""v13"": ""2027"", ""v14"": ""-05"", ""v15"": ""-10"", ""v16"": ""2027"", ""v17"": ""-09"", ""v18"": ""-20"", ""v19"": ""2027"", ""v20"": ""-12"", ""v21"": ""-20"", ""v22"": ""2026"", ""v23"": ""-06"", ""v24"": ""-20""}",发行规模╱；当前规模；2026-11-07；2028-11-07；2028-12-12；2027-04-07；2027-05-10；2027-09-20；2027-12-20；2026-06-20
annual_cscec_2025_report_field_858d0631b6,到期日,,124,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,0.63,"{""2023"": ""-19"", ""2022"": ""-25"", ""v1"": ""2023"", ""v2"": ""-09"", ""v3"": ""-21"", ""v4"": ""2023"", ""v5"": ""-12"", ""v6"": ""-19"", ""v7"": ""2023"", ""v8"": ""-10"", ""v9"": ""-25"", ""v10"": ""2023"", ""v11"": ""-11"", ""v12"": ""-07"", ""v13"": ""2023"", ""v14"": ""-11"", ""v15"": ""-07"", ""v16"": ""2023"", ""v17"": ""-12"", ""v18"": ""-12"", ""v19"": ""2022"", ""v20"": ""-04"", ""v21"": ""-07"", ""v22"": ""2022"", ""v23"": ""-05"", ""v24"": ""-10"", ""v25"": ""2022"", ""v26"": ""-09"", ""v27"": ""-20""}",到期日；2023-09-21；2023-12-19；2023-10-25；2023-11-07；2023-11-07；2023-12-12；2022-04-07；2022-05-10；2022-09-20
annual_cscec_2025_report_field_510b148d70,起息日,,124,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,0.63,"{""2022"": ""-19"", ""2023"": ""-09"", ""v1"": ""2022"", ""v2"": ""-12"", ""v3"": ""-19"", ""v4"": ""2023"", ""v5"": ""-11"", ""v6"": ""-08"", ""v7"": ""2023"", ""v8"": ""-09"", ""v9"": ""-19"", ""v10"": ""2023"", ""v11"": ""-12"", ""v12"": ""-15"", ""v13"": ""2023"", ""v14"": ""-10"", ""v15"": ""-25"", ""v16"": ""2023"", ""v17"": ""-11"", ""v18"": ""-03"", ""v19"": ""2023"", ""v20"": ""-11"", ""v21"": ""-03"", ""v22"": ""2023"", ""v23"": ""-12"", ""v24"": ""-08"", ""v25"": ""2022"", ""v26"": ""-04"", ""v27"": ""-06""}",起息日；2022-12-19；2023-11-08；2023-09-19；2023-12-15；2023-10-25；2023-11-03；2023-11-03；2023-12-08；2022-04-06
annual_cscec_2025_report_field_ce8932909b,利率,,125,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,0.63,"{""v1"": ""2,000,000.00"", ""v2"": ""3,000,000.00"", ""v3"": ""1,000,000.00"", ""v4"": ""2,000,000.00"", ""v5"": ""1,500,000.00"", ""v6"": ""1,500,000.00"", ""v7"": ""1,000,000.00"", ""v8"": ""1,000,000.00"", ""v9"": ""1,000,000.00""}","利率(%)；2,000,000.00；3,000,000.00；1,000,000.00；2,000,000.00；1,500,000.00；1,500,000.00；1,000,000.00；1,000,000.00；1,000,000.00"
annual_cscec_2025_report_field_623c0bac81,发行规模,,125,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,0.63,"{""2029"": ""-24"", ""2027"": ""-04"", ""v1"": ""2029"", ""v2"": ""-04"", ""v3"": ""-23"", ""v4"": ""2029"", ""v5"": ""-04"", ""v6"": ""-24"", ""v7"": ""2029"", ""v8"": ""-04"", ""v9"": ""-24"", ""v10"": ""2027"", ""v11"": ""-05"", ""v12"": ""-06"", ""v13"": ""2027"", ""v14"": ""-05"", ""v15"": ""-06"", ""v16"": ""2029"", ""v17"": ""-08"", ""v18"": ""-28"", ""v19"": ""2027"", ""v20"": ""-09"", ""v21"": ""-18"", ""v22"": ""2027"", ""v23"": ""-09"", ""v24"": ""-20""}",发行规模╱；当前规模；2029-04-23；2029-04-24；2029-04-24；2027-05-06；2027-05-06；2029-08-28；2027-09-18；2027-09-20
annual_cscec_2025_report_field_e37da3cbd9,到期日,,125,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,0.63,"{""2024"": ""-24"", ""v1"": ""2024"", ""v2"": ""-04"", ""v3"": ""-23"", ""v4"": ""2024"", ""v5"": ""-04"", ""v6"": ""-24"", ""v7"": ""2024"", ""v8"": ""-04"", ""v9"": ""-24"", ""v10"": ""2024"", ""v11"": ""-05"", ""v12"": ""-06"", ""v13"": ""2024"", ""v14"": ""-05"", ""v15"": ""-06"", ""v16"": ""2024"", ""v17"": ""-08"", ""v18"": ""-28"", ""v19"": ""2024"", ""v20"": ""-09"", ""v21"": ""-18"", ""v22"": ""2024"", ""v23"": ""-09"", ""v24"": ""-20"", ""v25"": ""2024"", ""v26"": ""-09"", ""v27"": ""-20""}",到期日；2024-04-23；2024-04-24；2024-04-24；2024-05-06；2024-05-06；2024-08-28；2024-09-18；2024-09-20；2024-09-20
annual_cscec_2025_report_field_555473e43d,起息日,,125,第七节 债券相关情况 > 6. 公司债券其他情况的说明,公司债券其他情况,0.63,"{""2024"": ""-22"", ""v1"": ""2024"", ""v2"": ""-04"", ""v3"": ""-19"", ""v4"": ""2024"", ""v5"": ""-04"", ""v6"": ""-22"", ""v7"": ""2024"", ""v8"": ""-04"", ""v9"": ""-22"", ""v10"": ""2024"", ""v11"": ""-04"", ""v12"": ""-29"", ""v13"": ""2024"", ""v14"": ""-04"", ""v15"": ""-26"", ""v16"": ""2024"", ""v17"": ""-08"", ""v18"": ""-26"", ""v19"": ""2024"", ""v20"": ""-09"", ""v21"": ""-12"", ""v22"": ""2024"", ""v23"": ""-09"", ""v24"": ""-18"", ""v25"": ""2024"", ""v26"": ""-09"", ""v27"": ""-18""}",起息日；2024-04-19；2024-04-22；2024-04-22；2024-04-29；2024-04-26；2024-08-26；2024-09-12；2024-09-18；2024-09-18
annual_cscec_2025_report_field_079a4c9621,利率,千元,126,第七节 债券相关情况 > （二） 公司债券募集资金情况,公司债券募集资金情况,0.68,"{""v1"": ""500,000.00"", ""v2"": ""1,000,000.00"", ""v3"": ""800,000.00"", ""v4"": ""2,500,000.00"", ""v5"": ""2,500,000.00"", ""v6"": ""800,000.00"", ""v7"": ""900,000.00"", ""v8"": ""1,100,000.00"", ""v9"": ""500,000.00""}","利率(%)；500,000.00；1,000,000.00；800,000.00；2,500,000.00；2,500,000.00；800,000.00；900,000.00；1,100,000.00；500,000.00"
annual_cscec_2025_report_field_8db297f102,发行规模,千元,126,第七节 债券相关情况 > （二） 公司债券募集资金情况,公司债券募集资金情况,0.68,"{""2029"": ""-14"", ""2031"": ""-01"", ""2035"": ""2031"", ""2030"": ""-03"", ""2028"": ""-14"", ""v1"": ""2029"", ""v2"": ""-01"", ""v3"": ""-14"", ""v4"": ""2031"", ""v5"": ""-01"", ""v6"": ""-14"", ""v7"": ""2029"", ""v8"": ""-03"", ""v9"": ""-05"", ""v10"": ""2035"", ""v11"": ""-04"", ""v12"": ""-29"", ""v13"": ""2030"", ""v14"": ""-04"", ""v15"": ""-29"", ""v16"": ""2028"", ""v17"": ""-08"", ""v18"": ""-12"", ""v19"": ""2030"", ""v20"": ""-08"", ""v21"": ""-12"", ""v22"": ""2030"", ""v23"": ""-09"", ""v24"": ""-19""}",发行规模╱；当前规模；2029-01-14；2031-01-14；2029-03-05；2035-04-29；2030-04-29；2028-08-12；2030-08-12；2030-09-19
